Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
44	-219.84615	139.42201	20.460234	-635.2166	1089.0	1387.7964	4360.0	0.0	1000.0	790150.0	0.8779444444444444	-24.384514	7.343403	2.2835956	-55.96425	109.91486	45.253456	192.0777	-30.999607	-9.155274e-09	-0.012232747	0.0	-0.19699804	169.15381	-77.81098	44022.68	-6643.586	0	0	1.6556828	0.0	1.9308126	0.0089404555	900000.0	8749.177940130234
45	-237.72781	97.295616	-106.23124	-441.1842	974.0	1404.4194	4150.0	0.0	1000.0	809630.0	0.8800326086956521	-22.429243	8.995425	15.894141	-51.468777	103.15045	37.872475	193.85275	-8.962101	4.577637e-09	-0.014418465	-6.835937e-07	0.14451651	110.8625	-61.82481	33502.145	-3813.8477	0	0	1.4178612	0.0	1.9303203	0.009024842	920000.0	8944.459878921509
46	-215.99814	83.41623	-73.19106	-400.4963	644.0	741.83154	2470.0	0.0	1000.0	822510.0	0.8750106382978723	-22.559484	6.7784896	7.9470744	-52.848747	91.79582	37.231155	198.11688	-4.8315353	-8.392334e-09	-0.015100553	-1.5625e-06	0.018876562	99.26991	-42.967518	20055.707	-2895.295	0	0	1.3675255	0.0	1.9345604	0.00892919	940000.0	9138.552104949951
47	-159.0378	106.43285	48.93672	-341.931	1061.5	1121.8701	4050.0	0.0	1000.0	843740.0	0.8788958333333333	-19.632013	7.087231	8.966392	-52.129925	71.55158	28.085777	191.68086	-21.493967	-2.746582e-08	-0.015043588	9.765625e-07	-0.059003126	166.13968	-91.07182	39704.01	-4256.1016	0	0	1.4406852	0.0	1.9273312	0.009252217	960000.0	9332.84863781929
48	-192.69022	92.60962	-26.022604	-376.03452	1218.0	1548.8854	4820.0	0.0	1000.0	868100.0	0.8858163265306123	-17.02916	8.586844	29.34405	-44.548447	90.8899	37.06473	201.67519	-21.21146	-9.155274e-09	-0.013629373	1.171875e-06	-0.09982402	120.80872	-65.49338	42550.957	-6052.4023	0	0	1.4583904	0.0	1.935341	0.009345128	980000.0	9526.852097034454
49	-170.68948	72.48356	-18.13256	-308.6183	1274.5	1784.6022	5800.0	0.0	1000.0	893590.0	0.89359	-17.363255	7.540728	22.74207	-48.597572	113.22703	41.530025	211.18526	-7.76011	1.0681152e-08	-0.013697771	0.0	-0.14770977	89.418015	-45.627728	53271.49	-7424.5977	0	0	1.4824777	0.0	1.9327126	0.009079321	1000000.0	9721.20106458664
50	-218.49698	139.74037	-5.3747563	-500.3203	1435.0	1454.0477	4310.0	0.0	1000.0	922290.0	0.9042058823529412	-17.940737	6.916805	13.8564625	-41.430527	109.73474	49.543015	220.98064	-70.90985	2.4414062e-08	-0.013318841	7.8125e-07	-0.32609844	205.72267	-126.55893	45574.77	-11117.609	0	0	1.4988223	0.0	1.9380065	0.008848598	1020000.0	9916.83878993988
51	-198.59877	71.187706	-82.293	-330.28796	1477.5	1799.1633	6740.0	0.0	1000.0	951840.0	0.9152307692307692	-19.385237	8.736096	21.748627	-52.005745	123.38695	54.218243	239.0506	-51.67754	-1.5258789e-09	-0.013488158	-1.5625e-06	-0.17765781	87.03095	-51.76593	67256.836	-9151.863	0	0	1.4952133	0.0	1.9256852	0.009304867	1040000.0	10110.511770486832
52	-209.2275	171.56212	25.522387	-679.6745	1615.5	2371.9348	9660.0	0.0	1000.0	984150.0	0.9284433962264151	-18.512394	7.7495794	14.120887	-46.113644	132.5044	64.56301	256.78925	-46.222363	-2.89917e-08	-0.011935676	2.34375e-06	0.03059336	282.3112	-169.04356	97846.305	-15217.977	0	0	1.682543	0.0	1.9231268	0.009359464	1060000.0	10305.47841668129
53	-199.03674	128.70216	8.179051	-468.57468	1398.0	1496.4344	5230.0	0.0	1000.0	1012110.0	0.9371388888888889	-20.038795	11.704978	33.478577	-65.22704	144.19514	63.06365	274.5609	-15.2642975	-6.4849854e-09	-0.014115863	-3.90625e-07	0.10544404	224.10077	-127.94343	47856.766	-8582.492	0	0	1.4158968	0.0	1.9207227	0.00944069	1080000.0	10499.68758893013
54	-212.67801	165.1027	-30.718037	-687.16205	1094.0	1118.1476	3800.0	0.0	1000.0	1033990.0	0.9399909090909091	-19.5421	11.592844	42.77185	-58.936245	131.9684	62.088398	282.95914	-75.12693	0.0	-0.013055069	-5.859375e-07	-0.17042266	302.70685	-187.228	33275.074	-7465.8164	0	0	1.5422603	0.0	1.9325969	0.009144355	1100000.0	10694.359918832779
55	-145.39397	124.93154	70.67795	-358.1214	538.5	882.12964	3250.0	0.0	1000.0	1044760.0	0.9328214285714286	-17.236814	12.8182535	53.172718	-68.10641	82.07433	50.696	279.9117	-73.756355	1.2969971e-08	-0.0132318325	3.90625e-07	-0.16180234	272.2439	-165.97375	17372.86	-4974.165	0	0	1.655312	0.0	1.9389806	0.009403817	1120000.0	10889.22691488266
56	-136.56306	108.159485	37.554222	-370.02817	1262.0	1651.4224	6480.0	0.0	1000.0	1070000.0	0.9385964912280702	-14.566719	11.969616	64.86661	-49.808506	57.024662	38.19305	267.7125	-44.909763	1.525879e-08	-0.01354519	2.34375e-06	-0.121939845	196.4046	-124.56032	50502.543	-14083.574	0	0	1.4528959	0.0	1.9572164	0.009521969	1140000.0	11083.887948036194
57	-164.57271	140.1206	67.52738	-505.16306	1191.5	1187.5027	4370.0	0.0	1000.0	1093830.0	0.9429568965517241	-14.526128	10.989856	64.98138	-51.88043	106.19619	76.08804	295.5152	-108.57421	-7.629395e-09	-0.013227411	3.90625e-07	0.05110117	205.9568	-133.75476	42303.414	-10441.3125	0	0	1.4950789	0.0	1.9455645	0.009334947	1160000.0	11278.599043607712
58	-98.07824	61.92113	7.128562	-246.51382	795.0	915.92303	2840.0	0.0	1000.0	1109730.0	0.9404491525423729	-12.09213	10.639387	59.549713	-57.442543	110.43936	65.670074	305.36337	-69.16896	-3.0517577e-09	-0.013292656	3.90625e-07	0.013897266	157.65685	-100.92891	28700.31	-7186.537	0	0	1.5188395	0.0	1.9239271	0.009468052	1180000.0	11472.760158777237
59	-133.69614	157.43088	39.339775	-530.4048	1312.0	1169.5067	4180.0	0.0	1000.0	1135970.0	0.9466416666666667	-10.076388	9.577565	71.71401	-44.590218	85.686	51.02699	295.00513	-45.670067	-3.0517577e-09	-0.013543778	2.34375e-06	0.10065859	376.45566	-249.4827	43634.766	-11140.645	0	0	1.4552841	0.0	1.9170023	0.0085583	1200000.0	11667.922556638718
60	-209.33965	149.28502	-35.165417	-665.4422	1568.5	1575.7673	4730.0	0.0	1000.0	1167340.0	0.9568360655737705	-12.402181	14.096224	63.899944	-60.51627	116.80169	61.485756	310.21918	-54.851837	-3.051758e-08	-0.015300644	5.46875e-06	-0.20271993	283.00577	-193.11215	55854.68	-15092.238	0	0	1.3943493	0.0	1.9113383	0.009332746	1220000.0	11863.29459118843
61	-202.94878	145.84337	-3.1593666	-514.6024	1774.0	1750.6124	6140.0	0.0	1000.0	1202820.0	0.9700161290322581	-18.754179	11.289331	35.19289	-67.22977	142.20932	65.28613	325.3006	-55.510277	6.1035155e-09	-0.014584801	2.9296875e-06	-0.31548846	259.91254	-169.73338	56280.62	-14079.391	0	0	1.513826	0.0	1.9358553	0.00943662	1240000.0	12058.367236852646
62	-92.747215	133.20834	108.60088	-402.99637	1172.5	1010.61304	3450.0	0.0	1000.0	1226270.0	0.9732301587301587	-13.679722	14.394127	69.69132	-61.22294	169.3539	63.020718	339.4988	-1.062557	1.373291e-08	-0.014494338	-1.953125e-07	0.0024076172	331.14172	-189.9142	37755.11	-8764.994	0	0	1.4046856	0.0	1.9286741	0.009141522	1260000.0	12253.583055496216
63	-141.37814	141.05699	118.512085	-542.9534	1322.0	1992.269	8080.0	0.0	1000.0	1252710.0	0.9786796875	-9.719893	14.9238825	79.52287	-54.42209	122.8217	44.81947	337.00516	-36.93668	4.577637e-09	-0.013070484	7.8125e-07	-0.17679022	237.1564	-146.3446	53905.945	-13848.227	0	0	1.5139662	0.0	1.9010984	0.009504142	1280000.0	12448.034121990204
